date,price,bedrooms,bathrooms,sqft_living,floors,condition,city,statezip,country
17-05-2014 00:00,410000,3,2,1700,1,3,Seattle,WA 98199,USA
18-05-2014 00:00,415000,3,2.5,2480,2,3,Renton,WA 98058,USA
18-05-2014 00:00,297000,5,2.5,1970,2,4,Enumclaw,WA 98022,USA
18-05-2014 00:00,575550,4,2.5,2060,1,3,Redmond,WA 98052,USA
18-05-2014 00:00,534640,3,2.5,2130,1,4,Woodinville,WA 98072,USA
18-05-2014 00:00,352500,3,2.25,1410,1,3,Snoqualmie,WA 98065,USA
18-05-2014 00:00,488000,2,2,1360,1,3,Seattle,WA 98115,USA
18-05-2014 00:00,732000,3,2,1940,1,5,Bellevue,WA 98007,USA
19-05-2014 00:00,215000,2,2.25,1610,2,4,Renton,WA 98056,USA
19-05-2014 00:00,592500,2,2,1420,1.5,5,Seattle,WA 98115,USA
19-05-2014 00:00,290000,4,2.5,1700,2,4,Kent,WA 98031,USA
19-05-2014 00:00,475000,2,1,1490,1,3,Seattle,WA 98117,USA
19-05-2014 00:00,320000,3,2.5,2680,2,3,Federal Way,WA 98023,USA
19-05-2014 00:00,1216000,4,2.5,3190,1,5,Bellevue,WA 98006,USA
19-05-2014 00:00,290000,5,1.5,2120,1.5,5,Renton,WA 98058,USA
19-05-2014 00:00,487250,4,2,1690,1.5,3,Seattle,WA 98103,USA
19-05-2014 00:00,339000,4,2.5,1830,2,3,Maple Valley,WA 98038,USA
19-05-2014 00:00,440000,2,1.5,1010,1.5,5,Seattle,WA 98107,USA
19-05-2014 00:00,366500,4,2.75,2070,1,5,Shoreline,WA 98155,USA
19-05-2014 00:00,462000,3,1.5,1710,1.5,3,Seattle,WA 98118,USA
19-05-2014 00:00,560000,4,1,1660,1.5,3,Seattle,WA 98117,USA
19-05-2014 00:00,285000,4,1.75,2080,1,4,Seattle,WA 98178,USA
19-05-2014 00:00,280000,3,2.5,1270,2,3,North Bend,WA 98045,USA
19-05-2014 00:00,210000,3,1,1080,1,3,Seattle,WA 98106,USA
19-05-2014 00:00,690000,3,2,1610,1.5,5,Seattle,WA 98115,USA
19-05-2014 00:00,256500,2,1,1120,1,4,Vashon,WA 98070,USA
19-05-2014 00:00,411000,4,2.75,2500,2,3,Seattle,WA 98118,USA
19-05-2014 00:00,215000,3,1,970,1,4,Kent,WA 98031,USA
19-05-2014 00:00,762000,5,2,3370,1.5,4,Seattle,WA 98109,USA
19-05-2014 00:00,359950,3,1,1290,1,4,Auburn,WA 98092,USA
19-05-2014 00:00,480000,4,3.5,3370,2,3,North Bend,WA 98045,USA
19-05-2014 00:00,1405000,4,3.5,3410,2,3,Bellevue,WA 98004,USA
19-05-2014 00:00,390000,4,2.5,2490,2,3,Auburn,WA 98092,USA
19-05-2014 00:00,413500,2,1,770,1,5,Seattle,WA 98117,USA
19-05-2014 00:00,285000,1,1.5,810,2,4,Kirkland,WA 98033,USA
19-05-2014 00:00,475000,4,2.5,3060,1,4,Shoreline,WA 98133,USA
19-05-2014 00:00,386591,3,2.5,1690,2,3,Issaquah,WA 98029,USA
19-05-2014 00:00,524950,3,1.75,1890,1,3,Seattle,WA 98117,USA
19-05-2014 00:00,241000,2,2,1470,2,3,Maple Valley,WA 98038,USA
19-05-2014 00:00,461000,2,1,1060,1,3,Seattle,WA 98133,USA
19-05-2014 00:00,810000,4,2.5,3480,2,3,Woodinville,WA 98072,USA
19-05-2014 00:00,885000,4,2.75,2730,1.5,3,Seattle,WA 98115,USA
19-05-2014 00:00,247000,3,2.25,1580,2,4,Federal Way,WA 98023,USA
19-05-2014 00:00,296500,3,2.75,2170,1,4,Kent,WA 98032,USA
19-05-2014 00:00,141800,2,1,930,1,4,Renton,WA 98056,USA
19-05-2014 00:00,333000,4,2,1580,2,2,Seattle,WA 98144,USA
19-05-2014 00:00,602000,5,1.75,3290,1.5,3,Redmond,WA 98052,USA
19-05-2014 00:00,565000,4,2.25,2110,2,4,Issaquah,WA 98027,USA
19-05-2014 00:00,373000,3,2.5,1670,2,3,Woodinville,WA 98072,USA
19-05-2014 00:00,588000,3,2.25,2030,1,4,Redmond,WA 98052,USA
19-05-2014 00:00,485000,3,1,1500,1.5,3,Seattle,WA 98107,USA
19-05-2014 00:00,482500,3,2.25,1450,2,3,Seattle,WA 98122,USA
19-05-2014 00:00,251200,4,1.5,1310,1,3,Des Moines,WA 98148,USA
19-05-2014 00:00,869000,5,3.25,4180,2,4,Issaquah,WA 98027,USA
19-05-2014 00:00,464000,3,1.75,1630,1,3,Woodinville,WA 98072,USA
19-05-2014 00:00,755000,4,2.5,2660,2,3,Redmond,WA 98052,USA
19-05-2014 00:00,280000,3,2.5,1720,2,3,Renton,WA 98056,USA
19-05-2014 00:00,485000,2,2.25,1260,3,3,Seattle,WA 98103,USA
19-05-2014 00:00,305000,3,1.75,1610,1,3,Renton,WA 98058,USA
19-05-2014 00:00,110700,2,1,680,1,3,SeaTac,WA 98188,USA
19-05-2014 00:00,850000,4,3.5,2640,2,3,Seattle,WA 98136,USA
19-05-2014 00:00,350000,3,2.25,1640,2,4,Bellevue,WA 98007,USA
19-05-2014 00:00,319950,4,1.75,2310,1,4,Renton,WA 98058,USA
19-05-2014 00:00,700000,3,1.75,2010,1,5,Seattle,WA 98122,USA
19-05-2014 00:00,368000,2,1.5,1660,1,5,Seattle,WA 98146,USA
19-05-2014 00:00,433500,3,2.5,2200,2,3,Seattle,WA 98118,USA
19-05-2014 00:00,611000,4,2.5,2460,2,3,Redmond,WA 98074,USA
19-05-2014 00:00,1000000,2,1.75,2430,1,3,Shoreline,WA 98177,USA
19-05-2014 00:00,307000,3,1,1370,1,3,Carnation,WA 98014,USA
19-05-2014 00:00,442500,3,1.75,1800,1,3,Renton,WA 98058,USA
19-05-2014 00:00,485000,3,1.75,2200,2,3,Des Moines,WA 98198,USA
19-05-2014 00:00,367000,2,1,700,1,3,Seattle,WA 98117,USA
19-05-2014 00:00,429000,3,2.5,1920,2,3,North Bend,WA 98045,USA
19-05-2014 00:00,446000,5,2.75,2190,1,5,Kenmore,WA 98028,USA
19-05-2014 00:00,572500,3,2.25,2030,1,4,Newcastle,WA 98059,USA
19-05-2014 00:00,477000,3,2.5,1350,3,3,Seattle,WA 98117,USA
19-05-2014 00:00,518000,3,2.5,1680,2,3,Seattle,WA 98117,USA
19-05-2014 00:00,462000,5,1.75,1250,1,4,Bellevue,WA 98007,USA
19-05-2014 00:00,1190000,4,3,2240,1.5,4,Seattle,WA 98109,USA
19-05-2014 00:00,137000,3,1,950,1,3,Seattle,WA 98106,USA
19-05-2014 00:00,530000,3,3.5,2320,2,3,Kirkland,WA 98033,USA
19-05-2014 00:00,818000,2,2.5,2380,1,3,Redmond,WA 98053,USA
19-05-2014 00:00,640000,2,2.25,1540,3,3,Seattle,WA 98122,USA
19-05-2014 00:00,298450,5,3,2100,1,3,Federal Way,WA 98003,USA
19-05-2014 00:00,575000,4,2.5,2500,2,3,Snoqualmie,WA 98065,USA
20-05-2014 00:00,730000,4,2.5,3230,2,3,Sammamish,WA 98075,USA
20-05-2014 00:00,551000,3,2.5,2830,2,3,Kenmore,WA 98028,USA
20-05-2014 00:00,271310,2,1,870,1.5,2,Seattle,WA 98144,USA
20-05-2014 00:00,675000,4,3,2690,1,3,Normandy Park,WA 98166,USA
20-05-2014 00:00,479000,3,2.5,1260,3,3,Seattle,WA 98109,USA
20-05-2014 00:00,520000,4,3.5,2680,2,3,Seattle,WA 98125,USA
20-05-2014 00:00,599950,3,2.5,2660,2,3,Seattle,WA 98118,USA
20-05-2014 00:00,483945,2,1.75,1480,1,4,Seattle,WA 98116,USA
20-05-2014 00:00,390000,4,2.25,1770,1,4,Renton,WA 98058,USA
20-05-2014 00:00,192500,2,1,950,1,3,Seattle,WA 98168,USA
20-05-2014 00:00,330000,2,1,860,1,4,Seattle,WA 98146,USA
20-05-2014 00:00,250000,4,2,1960,1,5,Kent,WA 98031,USA
20-05-2014 00:00,243000,2,1,1770,1.5,4,Seattle,WA 98178,USA
20-05-2014 00:00,575000,4,1.75,1280,1,3,Seattle,WA 98117,USA
20-05-2014 00:00,639000,4,2.5,2150,2,4,Redmond,WA 98052,USA
20-05-2014 00:00,710000,2,1,1790,1,4,Seattle,WA 98112,USA
20-05-2014 00:00,675000,3,2.25,1990,2,4,Redmond,WA 98052,USA
20-05-2014 00:00,405000,5,2.5,2430,2,3,Renton,WA 98058,USA
20-05-2014 00:00,615000,4,2.75,2820,1,3,Bellevue,WA 98006,USA
20-05-2014 00:00,490000,3,1,1910,1,4,Seattle,WA 98117,USA
20-05-2014 00:00,467000,3,2.25,1270,2,3,Seattle,WA 98107,USA
20-05-2014 00:00,480000,4,2.75,2050,1,4,Seattle,WA 98116,USA
20-05-2014 00:00,755000,6,2,2150,1,3,Seattle,WA 98119,USA
20-05-2014 00:00,760000,4,1.75,2450,1,4,Bellevue,WA 98006,USA
20-05-2014 00:00,387000,2,2.25,1230,2,3,Seattle,WA 98144,USA
20-05-2014 00:00,925000,4,2.25,2260,1,4,Kirkland,WA 98033,USA
20-05-2014 00:00,415000,2,1,1050,1,4,Auburn,WA 98001,USA
20-05-2014 00:00,263000,3,1.75,1570,2,3,Kent,WA 98031,USA
20-05-2014 00:00,519900,4,2,1820,1,4,Redmond,WA 98052,USA
20-05-2014 00:00,570000,2,1.75,1540,1,4,Seattle,WA 98116,USA
20-05-2014 00:00,450000,3,1.5,2060,1,3,Woodinville,WA 98077,USA
20-05-2014 00:00,1300000,4,3.5,4380,1,3,Redmond,WA 98053,USA
20-05-2014 00:00,300000,3,1,1090,1,4,Redmond,WA 98052,USA
20-05-2014 00:00,320000,3,1.75,1480,1,4,Renton,WA 98056,USA
20-05-2014 00:00,387500,4,1,1320,1.5,3,Seattle,WA 98122,USA
20-05-2014 00:00,458000,1,2.25,2140,1,3,Woodinville,WA 98072,USA
20-05-2014 00:00,1212500,4,3.5,4560,1,3,Bellevue,WA 98006,USA
20-05-2014 00:00,380000,4,3,2800,2,3,Maple Valley,WA 98038,USA
20-05-2014 00:00,200000,3,1,1050,1,4,Renton,WA 98056,USA
20-05-2014 00:00,385000,3,1.5,1490,1,4,Kenmore,WA 98028,USA
20-05-2014 00:00,396675,2,1,1730,2,4,Seattle,WA 98126,USA
20-05-2014 00:00,452000,4,1,1210,1.5,3,Seattle,WA 98103,USA
20-05-2014 00:00,426000,4,2.5,2800,2,3,Maple Valley,WA 98038,USA
20-05-2014 00:00,792000,3,1.5,1570,2,3,Seattle,WA 98109,USA
20-05-2014 00:00,315000,3,2.25,1400,1,2,Auburn,WA 98092,USA
20-05-2014 00:00,1275000,4,2,2850,1,4,Seattle,WA 98117,USA
20-05-2014 00:00,326000,6,3,1880,1,4,Renton,WA 98056,USA
20-05-2014 00:00,268500,2,1,790,1,4,Shoreline,WA 98133,USA
20-05-2014 00:00,440000,2,1.75,1300,2,3,Seattle,WA 98105,USA
20-05-2014 00:00,300000,3,1,2120,1,4,Renton,WA 98059,USA
20-05-2014 00:00,525000,3,1.5,1540,2,3,Seattle,WA 98126,USA
20-05-2014 00:00,978000,4,2.75,2620,1.5,4,Seattle,WA 98144,USA
20-05-2014 00:00,1125000,6,3,2880,2,4,Seattle,WA 98103,USA
20-05-2014 00:00,700000,4,1,1680,1.5,3,Seattle,WA 98103,USA
20-05-2014 00:00,315000,2,1,790,1,3,Redmond,WA 98052,USA
20-05-2014 00:00,309000,3,1,1092,1.5,3,Seattle,WA 98106,USA
20-05-2014 00:00,219950,3,1.5,1650,1,3,Federal Way,WA 98003,USA
20-05-2014 00:00,289000,3,2.5,2090,2,3,Covington,WA 98042,USA
20-05-2014 00:00,210000,4,1.75,2180,1,3,SeaTac,WA 98198,USA
20-05-2014 00:00,260000,4,2.5,1990,2,3,Federal Way,WA 98023,USA
20-05-2014 00:00,699000,4,2.5,2650,2,3,Seattle,WA 98125,USA
20-05-2014 00:00,1800000,4,3.5,4460,1,3,Medina,WA 98039,USA
20-05-2014 00:00,299950,3,1,910,1,4,Shoreline,WA 98177,USA
20-05-2014 00:00,749950,3,2.5,2770,2,3,Bellevue,WA 98008,USA
20-05-2014 00:00,1100000,3,2,2390,2,5,Seattle,WA 98115,USA
20-05-2014 00:00,555000,3,2.5,3050,1,4,Renton,WA 98055,USA
20-05-2014 00:00,384000,3,2.5,1700,2,3,Snoqualmie,WA 98065,USA
20-05-2014 00:00,499950,5,3.5,3200,2,3,Renton,WA 98059,USA
20-05-2014 00:00,430000,3,1.75,1200,1,5,Seattle,WA 98108,USA
20-05-2014 00:00,350000,4,2.25,2220,2,4,Maple Valley,WA 98038,USA
20-05-2014 00:00,620000,3,2.5,2480,2,3,Redmond,WA 98053,USA
20-05-2014 00:00,765000,4,2.25,2560,1,4,Redmond,WA 98052,USA
20-05-2014 00:00,250000,4,1.5,2500,1,4,Kent,WA 98032,USA
20-05-2014 00:00,376000,2,1,1150,1,3,Seattle,WA 98199,USA
20-05-2014 00:00,475000,4,1.75,1650,1,4,Seattle,WA 98133,USA
20-05-2014 00:00,120750,3,1.75,1140,1,4,Federal Way,WA 98023,USA
20-05-2014 00:00,1690000,3,1.75,3400,1,5,Seattle,WA 98105,USA
20-05-2014 00:00,330000,3,1,1180,1,4,Issaquah,WA 98027,USA
20-05-2014 00:00,619500,3,2.5,1700,2,3,Seattle,WA 98122,USA
20-05-2014 00:00,345000,3,1.5,1240,1,4,Bellevue,WA 98006,USA
20-05-2014 00:00,598000,5,2.25,2890,2,3,Sammamish,WA 98074,USA
20-05-2014 00:00,335000,3,1,1060,1,4,Kenmore,WA 98028,USA
20-05-2014 00:00,372500,4,1.75,1590,2,4,Shoreline,WA 98133,USA
20-05-2014 00:00,300000,6,5.25,2860,2,3,Auburn,WA 98002,USA
20-05-2014 00:00,194000,1,1,820,1,3,Seattle,WA 98126,USA
20-05-2014 00:00,507500,3,2,2020,1,3,Bellevue,WA 98008,USA
20-05-2014 00:00,325000,4,2.25,1870,1,4,Kirkland,WA 98034,USA
20-05-2014 00:00,329900,3,2.5,2170,2,3,Maple Valley,WA 98038,USA
20-05-2014 00:00,329000,4,2.5,1600,1,3,Seattle,WA 98106,USA
20-05-2014 00:00,494000,4,1.75,2090,1.5,4,Seattle,WA 98136,USA
20-05-2014 00:00,206000,4,2,1700,1,3,Auburn,WA 98002,USA
20-05-2014 00:00,423000,4,1.75,1940,1,4,Seattle,WA 98133,USA
20-05-2014 00:00,259000,3,1,1320,1,4,Renton,WA 98056,USA
20-05-2014 00:00,879950,4,2.25,3500,1,4,Seattle,WA 98146,USA
20-05-2014 00:00,345600,5,3.5,2800,2.5,3,Seattle,WA 98122,USA
20-05-2014 00:00,395000,3,1.5,1080,1.5,4,Seattle,WA 98115,USA
20-05-2014 00:00,625000,4,2.5,3550,2,3,Snoqualmie,WA 98065,USA
20-05-2014 00:00,439000,3,2,2010,2,3,Duvall,WA 98019,USA
20-05-2014 00:00,380000,3,1.75,1690,2,3,Seattle,WA 98108,USA
20-05-2014 00:00,440000,3,1.5,1270,3,3,Seattle,WA 98115,USA
20-05-2014 00:00,415000,3,2.25,1970,2,3,Seattle,WA 98108,USA
20-05-2014 00:00,860000,4,2.75,3160,2,3,Kirkland,WA 98033,USA
20-05-2014 00:00,500000,3,2.5,1210,3,3,Seattle,WA 98103,USA
20-05-2014 00:00,953007,4,3.5,3120,2,3,Seattle,WA 98115,USA
20-05-2014 00:00,515000,4,2.5,2670,2,3,Renton,WA 98059,USA
20-05-2014 00:00,772000,3,2.25,1640,3,3,Seattle,WA 98112,USA
20-05-2014 00:00,329995,4,2.5,2303,2,3,Auburn,WA 98001,USA
20-05-2014 00:00,409316,3,2.5,1800,2,3,Snoqualmie,WA 98065,USA
20-05-2014 00:00,490000,5,3.5,4460,3,3,Seattle,WA 98119,USA
20-05-2014 00:00,305000,2,2.5,1590,2,3,Seattle,WA 98106,USA
20-05-2014 00:00,785000,4,3.5,3070,2,3,Issaquah,WA 98027,USA
21-05-2014 00:00,240000,2,1.75,1330,1,3,SeaTac,WA 98188,USA
21-05-2014 00:00,325000,3,1,990,1,4,Seattle,WA 98133,USA
21-05-2014 00:00,535800,4,2.5,1900,2,3,Issaquah,WA 98029,USA
21-05-2014 00:00,720000,3,2.5,2020,3,3,Seattle,WA 98103,USA
21-05-2014 00:00,374000,3,1.75,2000,1,4,Kirkland,WA 98033,USA
21-05-2014 00:00,189650,2,1.75,1100,1,3,Des Moines,WA 98198,USA
21-05-2014 00:00,420850,1,1,960,1,5,Carnation,WA 98014,USA
21-05-2014 00:00,815000,4,2.75,3488,2,3,Redmond,WA 98074,USA
21-05-2014 00:00,1065000,2,1.75,1890,2,3,Bellevue,WA 98004,USA
21-05-2014 00:00,199000,4,2,2030,2,3,Seattle,WA 98178,USA
21-05-2014 00:00,195000,3,1.75,1380,1,3,Covington,WA 98042,USA
21-05-2014 00:00,1506000,4,3.25,3660,2.5,3,Seattle,WA 98112,USA
21-05-2014 00:00,288400,3,2.25,1870,2,3,Renton,WA 98056,USA
21-05-2014 00:00,442000,4,2.25,2080,1,4,Sammamish,WA 98074,USA
21-05-2014 00:00,619420,4,2.75,2450,2,4,Newcastle,WA 98059,USA
21-05-2014 00:00,635000,4,2.25,2750,1,4,Seattle,WA 98118,USA
21-05-2014 00:00,210000,3,1,1240,1,4,Seattle,WA 98118,USA
21-05-2014 00:00,512500,3,2.5,1900,2,3,Kirkland,WA 98033,USA
21-05-2014 00:00,567000,3,2.5,2540,2,3,Kirkland,WA 98034,USA
21-05-2014 00:00,525000,3,2.75,2100,2,3,Snoqualmie Pass,WA 98068,USA
21-05-2014 00:00,475000,4,2,1790,1,4,Seattle,WA 98103,USA
21-05-2014 00:00,250000,3,2,1170,1,3,Auburn,WA 98001,USA
21-05-2014 00:00,220000,3,1,1060,1,5,Enumclaw,WA 98022,USA
21-05-2014 00:00,230000,5,2,1930,1.5,3,Seattle,WA 98146,USA
21-05-2014 00:00,385500,3,2,1540,1,3,Bothell,WA 98011,USA
21-05-2014 00:00,895000,5,3,2876,1,4,Mercer Island,WA 98040,USA
21-05-2014 00:00,368250,3,2.5,2150,2,3,Sammamish,WA 98074,USA
21-05-2014 00:00,249900,2,1,1140,1,3,Seattle,WA 98106,USA
21-05-2014 00:00,350000,3,1.5,980,1,5,Kirkland,WA 98034,USA
21-05-2014 00:00,175000,3,1.75,1230,1,4,Auburn,WA 98001,USA
21-05-2014 00:00,270000,3,1.75,1390,1,3,Seattle,WA 98106,USA
21-05-2014 00:00,495000,3,3.5,2380,2,3,Seattle,WA 98118,USA
21-05-2014 00:00,1580000,3,3.25,3690,2,3,Kirkland,WA 98033,USA
21-05-2014 00:00,542500,5,3.25,3010,1.5,5,Issaquah,WA 98027,USA
21-05-2014 00:00,330000,3,1,1250,1,3,Woodinville,WA 98077,USA
21-05-2014 00:00,1003000,4,2.75,2290,2,4,Seattle,WA 98115,USA
21-05-2014 00:00,299800,2,1,790,1,4,Seattle,WA 98118,USA
21-05-2014 00:00,299900,3,2.5,2720,2,3,Auburn,WA 98092,USA
21-05-2014 00:00,691000,4,2.75,2550,1,3,Kirkland,WA 98033,USA
21-05-2014 00:00,195000,2,1,1080,1,4,Des Moines,WA 98198,USA
21-05-2014 00:00,405000,3,1.75,2470,1,4,Des Moines,WA 98198,USA
21-05-2014 00:00,360000,2,0.75,850,1,5,Seattle,WA 98108,USA
21-05-2014 00:00,256750,3,2.5,1990,1,3,Kent,WA 98042,USA
21-05-2014 00:00,332500,3,2.25,1800,2,3,Maple Valley,WA 98038,USA
21-05-2014 00:00,975000,5,4,4850,2,3,Bellevue,WA 98005,USA
21-05-2014 00:00,218000,3,1,1020,1,3,Seattle,WA 98106,USA
21-05-2014 00:00,429000,3,2.5,2420,2,3,Issaquah,WA 98027,USA
21-05-2014 00:00,589000,4,2.5,2910,2,3,Snoqualmie,WA 98065,USA
21-05-2014 00:00,255000,3,1.5,1060,1,3,Renton,WA 98058,USA
21-05-2014 00:00,668750,4,2.5,2340,1,3,Shoreline,WA 98177,USA
21-05-2014 00:00,344500,4,2.75,1800,1,3,Renton,WA 98055,USA
21-05-2014 00:00,452000,4,2,1660,1,3,Seattle,WA 98126,USA
21-05-2014 00:00,540000,3,1.75,1300,1,3,Redmond,WA 98053,USA
21-05-2014 00:00,246000,3,1.5,1780,1,3,Seattle,WA 98168,USA
21-05-2014 00:00,535000,2,1,1030,1,3,Seattle,WA 98103,USA
21-05-2014 00:00,970000,4,3.25,2790,1,3,Shoreline,WA 98177,USA
21-05-2014 00:00,430000,3,1,1150,1,5,Seattle,WA 98103,USA
21-05-2014 00:00,520000,4,2.5,3290,2,3,Kenmore,WA 98028,USA
21-05-2014 00:00,712000,4,2.5,3400,2,3,Ravensdale,WA 98051,USA
21-05-2014 00:00,450000,2,1,1200,1,3,Seattle,WA 98126,USA
21-05-2014 00:00,220000,4,2.5,2160,2,3,Pacific,WA 98047,USA
21-05-2014 00:00,525000,3,1,1450,1,4,Seattle,WA 98118,USA
21-05-2014 00:00,1220000,4,2.5,3240,2,3,Seattle,WA 98109,USA
21-05-2014 00:00,540000,3,2,1470,2,3,Seattle,WA 98115,USA
21-05-2014 00:00,600000,4,2.5,2360,2,3,Kirkland,WA 98034,USA
21-05-2014 00:00,600000,3,2.25,2230,2,4,Bellevue,WA 98007,USA
21-05-2014 00:00,625000,4,2.5,2630,2,3,Woodinville,WA 98072,USA
21-05-2014 00:00,150000,3,1,1010,1,3,Carnation,WA 98014,USA
21-05-2014 00:00,389999,3,2.25,1445,2,3,Issaquah,WA 98027,USA
21-05-2014 00:00,285000,3,1.75,2380,1.5,3,Seattle,WA 98178,USA
21-05-2014 00:00,744000,4,2.75,2830,2,3,Sammamish,WA 98075,USA
21-05-2014 00:00,700000,4,2.5,3010,2,3,Redmond,WA 98053,USA
21-05-2014 00:00,318989,4,2.25,2000,1,4,Federal Way,WA 98023,USA
21-05-2014 00:00,556000,3,2.25,2020,2,3,Kirkland,WA 98033,USA
21-05-2014 00:00,275000,3,2.5,2030,2,3,Maple Valley,WA 98038,USA
21-05-2014 00:00,430000,3,2.75,2550,2,3,Shoreline,WA 98155,USA
21-05-2014 00:00,300000,2,1,970,1,3,Seattle,WA 98106,USA
21-05-2014 00:00,396450,3,1.75,1540,1,5,Issaquah,WA 98027,USA
21-05-2014 00:00,225000,2,1,1396,1,3,Redmond,WA 98053,USA
21-05-2014 00:00,700000,4,3.25,2780,2,3,Seattle,WA 98133,USA
21-05-2014 00:00,260000,6,2,2220,1,3,Auburn,WA 98002,USA
21-05-2014 00:00,655000,4,3.5,2350,2,3,Kirkland,WA 98033,USA
21-05-2014 00:00,1185000,3,2.25,2760,2,5,Bellevue,WA 98005,USA
21-05-2014 00:00,1550000,3,2.5,4460,2,3,Kirkland,WA 98033,USA
21-05-2014 00:00,413800,3,2,1440,1,3,Redmond,WA 98053,USA
21-05-2014 00:00,950000,5,3.75,5330,2,3,Issaquah,WA 98027,USA
21-05-2014 00:00,334990,4,2.5,2220,2,3,Seattle,WA 98146,USA
21-05-2014 00:00,2700000,5,4.75,5305,2,3,Kirkland,WA 98033,USA
21-05-2014 00:00,1030000,3,4,3880,2,3,Kirkland,WA 98034,USA
21-05-2014 00:00,1130000,4,3.25,3810,1,3,Kirkland,WA 98033,USA
21-05-2014 00:00,556000,3,3,1960,2,3,Issaquah,WA 98029,USA
21-05-2014 00:00,360000,3,2.5,1530,3,3,Seattle,WA 98103,USA
22-05-2014 00:00,480000,4,2.25,3250,2,4,Kent,WA 98042,USA
22-05-2014 00:00,324000,3,2.5,1750,2,3,Renton,WA 98055,USA
22-05-2014 00:00,1050000,4,3.25,3440,2,3,Kirkland,WA 98033,USA
22-05-2014 00:00,275000,1,0.75,1170,1,5,Enumclaw,WA 98022,USA
22-05-2014 00:00,180000,3,1,870,1,3,Covington,WA 98042,USA
22-05-2014 00:00,749000,4,2.5,2930,2,3,Sammamish,WA 98075,USA
22-05-2014 00:00,1600000,3,2.5,3160,1,4,Bellevue,WA 98004,USA
22-05-2014 00:00,373500,2,1,800,1,3,Seattle,WA 98107,USA
22-05-2014 00:00,770000,4,2.5,2350,2,4,Bellevue,WA 98006,USA
22-05-2014 00:00,356000,2,1.75,1060,1,3,Woodinville,WA 98072,USA
22-05-2014 00:00,625000,3,1.75,2060,1,4,Redmond,WA 98052,USA
22-05-2014 00:00,494400,2,1.75,1560,1,4,Seattle,WA 98109,USA
22-05-2014 00:00,585000,4,1.75,3000,1,3,Renton,WA 98056,USA
22-05-2014 00:00,926300,3,1.5,1660,2,3,Seattle,WA 98119,USA
22-05-2014 00:00,600000,3,1.75,1650,1,5,Seattle,WA 98115,USA
22-05-2014 00:00,430000,4,3,3220,2,3,Kent,WA 98031,USA
22-05-2014 00:00,307000,3,1.5,2320,1,3,Duvall,WA 98019,USA
22-05-2014 00:00,604700,4,2.75,2750,1,3,Des Moines,WA 98198,USA
22-05-2014 00:00,219900,3,1,910,1,2,Seattle,WA 98146,USA
22-05-2014 00:00,270000,2,1.5,840,2,3,Seattle,WA 98115,USA
22-05-2014 00:00,432000,3,2.25,1470,2,3,Seattle,WA 98136,USA
22-05-2014 00:00,300000,6,2,2040,1,4,Renton,WA 98056,USA
22-05-2014 00:00,361000,3,1,1100,1.5,4,Des Moines,WA 98198,USA
22-05-2014 00:00,249950,2,1,940,1,4,Burien,WA 98166,USA
22-05-2014 00:00,320000,3,2,1110,1,5,North Bend,WA 98045,USA
22-05-2014 00:00,305000,4,1.75,2200,1.5,5,Seattle,WA 98168,USA
22-05-2014 00:00,503000,2,1.75,2860,1,3,Federal Way,WA 98023,USA
22-05-2014 00:00,235750,2,1,740,1,2,Seattle,WA 98146,USA
22-05-2014 00:00,657000,4,1.75,2740,1,3,Seattle,WA 98118,USA
22-05-2014 00:00,385000,3,1,1250,1,4,Bellevue,WA 98008,USA
22-05-2014 00:00,389950,4,2.5,3140,2,3,Federal Way,WA 98023,USA
22-05-2014 00:00,150000,2,1,820,1,3,Seattle,WA 98168,USA
22-05-2014 00:00,254500,4,2.75,2570,2,3,Auburn,WA 98092,USA
22-05-2014 00:00,555000,4,2.25,2350,1,4,Bellevue,WA 98006,USA
22-05-2014 00:00,1075000,4,3,3600,1,4,Bellevue,WA 98008,USA
22-05-2014 00:00,245000,4,2,1580,1,3,Federal Way,WA 98003,USA
22-05-2014 00:00,319950,2,1,1070,1,5,Seattle,WA 98178,USA
22-05-2014 00:00,337000,3,1,1070,1,5,Seattle,WA 98125,USA
22-05-2014 00:00,492000,4,2,1640,2,3,Seattle,WA 98107,USA
22-05-2014 00:00,1170000,3,2.75,2890,2,4,Kirkland,WA 98033,USA
22-05-2014 00:00,348580,3,1,1220,1,3,Kirkland,WA 98034,USA
22-05-2014 00:00,180000,2,1,1400,1,3,Renton,WA 98057,USA
22-05-2014 00:00,400000,3,1,1040,1,3,Seattle,WA 98136,USA
22-05-2014 00:00,295000,4,2,980,1,5,North Bend,WA 98045,USA
22-05-2014 00:00,910000,4,3.25,3340,1.5,3,Redmond,WA 98052,USA
22-05-2014 00:00,1150000,6,4.5,6040,2,3,Issaquah,WA 98029,USA
22-05-2014 00:00,431500,3,3.5,1900,2,3,Seattle,WA 98136,USA
22-05-2014 00:00,180000,4,1.5,1740,1,3,SeaTac,WA 98168,USA
22-05-2014 00:00,677000,3,2,2000,1,4,Seattle,WA 98103,USA
22-05-2014 00:00,1180500,3,1.75,1610,1,3,Seattle,WA 98112,USA
22-05-2014 00:00,635700,4,2.5,3240,1,3,Sammamish,WA 98074,USA
22-05-2014 00:00,482000,5,2.25,2230,1,3,Woodinville,WA 98077,USA
22-05-2014 00:00,168000,2,2.5,1160,2,3,Seattle,WA 98106,USA
